"eventID","parentEventID","habitat","locationID","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geodeticDatum","locality","sampleSizeValue","sampleSizeUnit","eventDate","eventType","samplingProtocol","eventRemarks","identifiedBy","county","stateProvince","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation"
"GUAN_006.20230817","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",,,"2023-08-17 16:00:00","site visit",,"Prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_002.20230925","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",100,"m","2023-09-25 11:49:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_031.20230925","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",116,"m","2023-09-25 12:54:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_064.20230925","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",160,"m","2023-09-25 13:22:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_066.20230925","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",160,"m","2023-09-25 14:05:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_006.20230928","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",148,"m","2023-09-28 13:48:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_065.20230928","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",156,"m","2023-09-28 14:58:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_064.20240416","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",160,"m","2024-04-16 18:53:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_066.20240416","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",160,"m","2024-04-16 19:45:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_065.20240416","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",158,"m","2024-04-16 20:20:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_006.20240417","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",160,"m","2024-04-17 11:10:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_031.20240417","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",116,"m","2024-04-17 13:10:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_002.20240418","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",101,"m","2024-04-18 11:30:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_065.20240527","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_064.20240527","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_006.20240527","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_066.20240527","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_002.20240527","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_031.20240527","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",,,"2024-05-27 16:00:00","site visit",,"Cancelled - Priority; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_002.20240708","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",95,"m","2024-07-08 11:54:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_031.20240708","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",112,"m","2024-07-08 13:08:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_064.20240708","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",160,"m","2024-07-08 14:02:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_065.20240709","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",158,"m","2024-07-09 11:52:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_006.20240709","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",136,"m","2024-07-09 13:04:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_066.20240709","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",160,"m","2024-07-09 13:39:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_065.20240820","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",156,"m","2024-08-20 11:44:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_031.20240820","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",116,"m","2024-08-20 12:55:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_064.20240820","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",160,"m","2024-08-20 13:37:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_066.20240820","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",160,"m","2024-08-20 14:13:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_002.20240821","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",101,"m","2024-08-21 13:28:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"GUAN_006.20240821","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",152,"m","2024-08-21 14:57:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_006.20241001","GUAN_006","evergreenForest","GUAN_006.tickPlot.tck","US",17.964057,-66.8751,,"WGS84","GUAN_006",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,84.2,84.8,"84.5m"
"GUAN_064.20241001","GUAN_064","evergreenForest","GUAN_064.tickPlot.tck","US",17.969936,-66.850735,,"WGS84","GUAN_064",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,115.1,120.3,"117.7m"
"GUAN_031.20241001","GUAN_031","evergreenForest","GUAN_031.tickPlot.tck","US",17.962171,-66.844084,,"WGS84","GUAN_031",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,43.3,43.5,"43.4m"
"GUAN_066.20241001","GUAN_066","evergreenForest","GUAN_066.tickPlot.tck","US",17.974132,-66.879606,,"WGS84","GUAN_066",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,197.1,197.5,"197.3m"
"GUAN_065.20241001","GUAN_065","evergreenForest","GUAN_065.tickPlot.tck","US",17.972714,-66.873134,,"WGS84","GUAN_065",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,186.8,187.8,"187.3m"
"GUAN_002.20241001","GUAN_002","evergreenForest","GUAN_002.tickPlot.tck","US",17.972295,-66.826103,,"WGS84","GUAN_002",,,"2024-10-01 16:00:00","site visit",,"Staff limitation and prioritization; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,87.5,88.1,"87.8m"
"LAJA_004.20160518","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2016-05-18 11:05:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_005.20160518","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2016-05-18 14:25:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_001.20160518","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2016-05-18 16:20:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20160518","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2016-05-18 18:50:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_004.20160630","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2016-06-30 11:30:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_003.20160630","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2016-06-30 12:58:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_001.20160630","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2016-06-30 15:44:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20160701","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2016-07-01 13:50:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_030.20160701","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",160,"m","2016-07-01 15:00:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_002.20160810","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2016-08-10 13:15:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20160810","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2016-08-10 15:30:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_004.20160811","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2016-08-11 13:15:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_002.20160921","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",150,"m","2016-09-21 15:00:00","site visit","drag and flag","10 m skiped due to high vegetation.; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20160921","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2016-09-21 16:45:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_004.20160922","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",148,"m","2016-09-22 12:30:00","site visit","drag and flag","12m skip due to high vegetation; identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_005.20160922","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2016-09-22 14:20:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_002.20161102","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",99,"m","2016-11-02 15:35:00","site visit","drag and flag","Trees were cut down by the Experimental Station personnel thus affecting the sampling area. Some areas were flooded; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20161102","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",148,"m","2016-11-02 17:35:00","site visit","drag and flag","Some areas of the plot were flooded; identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_004.20161103","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",80,"m","2016-11-03 14:40:00","site visit","flag","Part of the plot was flooded and vegetation (sorghum crop) was to high and dense; identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_003.20161214","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",105,"m","2016-12-14 13:20:00","site visit","drag","No Captures/55M not sample due to flooded area; identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_001.20161214","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",136,"m","2016-12-14 14:47:00","site visit","drag","No captures/24M not sample due to flooding; identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20161214","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",114,"m","2016-12-14 17:18:00","site visit","drag and flag","No captures/46M skipped due to fallen trees; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_030.20161215","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",150,"m","2016-12-15 16:49:00","site visit","flag","No captures/10M skipped due to high vegetation; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_030.20170424","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",110,"m","2017-04-24 13:30:00","site visit","drag","5 day delay due to precipitation; 50 meters skipped due to flooded area.; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_004.20170424","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",138,"m","2017-04-24 14:45:00","site visit","drag","5 day delay due to precipitation; 22 meters skipped due to tall vegetation.; identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_003.20170424","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2017-04-24 15:50:00","site visit","drag","5 day delay due to precipitation.; identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_002.20170424","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",150,"m","2017-04-24 17:30:00","site visit","drag","10 meters skipped due to tall vegetation; 5 day delay due to precipitation.; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20170424","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2017-04-24 18:40:00","site visit","drag","5 day delay due to precipitataion.; identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_004.20170523","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2017-05-23 12:40:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_003.20170523","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2017-05-23 13:55:00","site visit","flag","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_005.20170523","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2017-05-23 15:00:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_004.20170601","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",154,"m","2017-06-01 13:40:00","site visit","flag","6 m skipped due to talk grass; identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_005.20170601","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2017-06-01 14:55:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_003.20170601","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2017-06-01 16:35:00","site visit","drag","Plot recently planted/no vegetation; identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_030.20170602","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",135,"m","2017-06-02 13:40:00","site visit","drag","25 meters jumped; tall vegetation; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_002.20170602","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",154,"m","2017-06-02 15:25:00","site visit","drag and flag","6 meters jumped; tall vegetation; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20170602","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2017-06-02 16:40:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20170712","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2017-07-12 12:33:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20170712","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2017-07-12 13:49:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_030.20170712","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",146,"m","2017-07-12 14:50:00","site visit","drag and flag","Skipped 14 m due to tall vegetation.; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_005.20170823","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",160,"m","2017-08-23 14:40:00","site visit","drag","Skipped 20 meters due to high grass and sunflowers.; identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_003.20170823","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",80,"m","2017-08-23 16:30:00","site visit","flag","Skipped 80 meter due to high grass and sunflowers; identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_001.20170824","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2017-08-24 13:11:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20170824","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2017-08-24 14:05:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_030.20170824","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",148,"m","2017-08-24 15:20:00","site visit","drag","Skipped 12 meters due to dense vegetation.; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_004.20171023","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",157,"m","2017-10-23 12:38:00","site visit","drag","Skipped 3 meters due to muddy terrain; identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_003.20171023","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2017-10-23 14:05:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_001.20171023","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2017-10-23 16:30:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20171024","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",143,"m","2017-10-24 12:45:00","site visit","drag","16 meters skipped due to tall grass; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_004.20180426","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2018-04-26 12:30:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
"LAJA_005.20180426","LAJA_005","pastureHay","LAJA_005.tickPlot.tck","US",18.026834,-67.085519,20.1,"WGS84","LAJA_005",156,"m","2018-04-26 13:45:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,18.5,18.7,"18.6m"
"LAJA_003.20180426","LAJA_003","pastureHay","LAJA_003.tickPlot.tck","US",18.024566,-67.081257,20.1,"WGS84","LAJA_003",160,"m","2018-04-26 15:00:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,17,17.2,"17.1m"
"LAJA_002.20180427","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",160,"m","2018-04-27 12:42:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_001.20180427","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2018-04-27 13:45:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_030.20180427","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",138,"m","2018-04-27 14:35:00","site visit","flag","identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_001.20180607","LAJA_001","grasslandHerbaceous","LAJA_001.tickPlot.tck","US",18.025778,-67.076305,20.1,"WGS84","LAJA_001",160,"m","2018-06-07 12:25:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,19.1,19.3,"19.2m"
"LAJA_002.20180607","LAJA_002","cultivatedCrops","LAJA_002.tickPlot.tck","US",18.035705,-67.071958,20.1,"WGS84","LAJA_002",112,"m","2018-06-07 14:10:00","site visit","drag","North part of the plot skipped due to corn seedling's.; identifiedBy is NA because there are no occurrence records for this event",,,,28.9,29.1,"29m"
"LAJA_030.20180607","LAJA_030","evergreenForest","LAJA_030.tickPlot.tck","US",18.038596,-67.070394,20.1,"WGS84","LAJA_030",88,"m","2018-06-07 15:55:00","site visit","flag","72 m skipped due to tall grass and fallen trees.; identifiedBy is NA because there are no occurrence records for this event",,,,28.2,28.4,"28.3m"
"LAJA_004.20180608","LAJA_004","pastureHay","LAJA_004.tickPlot.tck","US",18.016761,-67.079966,20.1,"WGS84","LAJA_004",160,"m","2018-06-08 12:40:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,11.3,11.5,"11.4m"
